# Kinnekulle Ring planar centerline, L = 2052.2 m
# from OSM (way["highway"="raceway"](58.52,13.33,58.60,13.45)); (c) OpenStreetMap contributors, ODbL 1.0
# smoothed with a periodic Gaussian, sigma = 6 m; elevation dropped
s_m,x_m,y_m,psi_rad,kappa_1pm
1830.000000,24.622509,76.444285,-6.548493,-0.000328
1835.000000,29.446831,75.130546,-6.549313,-0.000054
1840.000000,34.270706,73.815162,-6.549424,-0.000004
1845.000000,39.094534,72.499608,-6.549432,-0.000000
1850.000000,43.918360,71.184047,-6.549432,-0.000000
1855.000000,48.742186,69.868485,-6.549432,0.000000
1860.000000,53.566012,68.552924,-6.549432,0.000000
1865.000000,58.389838,67.237363,-6.549431,0.000001
1870.000000,63.213676,65.921844,-6.549396,0.000019
1875.000000,68.037704,64.607022,-6.548987,0.000184
1880.000000,72.863138,63.297377,-6.546626,0.000879
1885.000000,77.694708,62.010608,-6.538961,0.002200
1890.000000,82.539675,60.775348,-6.525806,0.002845
1895.000000,87.401128,59.606643,-6.513596,0.001888
1900.000000,92.273235,58.483040,-6.507421,0.000644
1905.000000,97.149297,57.376687,-6.505770,0.000115
1910.000000,102.026145,56.273804,-6.505521,0.000014
1915.000000,106.903118,55.171474,-6.505392,0.000054
1920.000000,111.780468,54.070811,-6.504543,0.000351
1925.000000,116.660020,52.979968,-6.500810,0.001210
1930.000000,121.546036,51.918522,-6.492232,0.002154
1935.000000,126.442874,50.908246,-6.481257,0.002087
1940.000000,131.349787,49.948040,-6.471800,0.001831
1945.000000,136.266109,49.037332,-6.459185,0.003537
1950.000000,141.197980,48.215706,-6.433062,0.007092
1955.000000,146.155805,47.571716,-6.388272,0.010717
1960.000000,151.140304,47.189895,-6.326478,0.014049
1965.000000,156.138650,47.163893,-6.248074,0.017160
1970.000000,161.121349,47.555816,-6.158479,0.018244
1975.000000,166.047308,48.401858,-6.071582,0.016227
1980.000000,170.891679,49.634497,-5.998458,0.012939
1985.000000,175.643759,51.186762,-5.940488,0.010467
1990.000000,180.310607,52.979886,-5.893798,0.007948
1995.000000,184.902277,54.958370,-5.863882,0.004075
2000.000000,189.453044,57.029632,-5.850901,0.001412
2005.000000,193.986390,59.138823,-5.844732,0.001340
2010.000000,198.505207,61.278944,-5.835739,0.002271
2015.000000,202.999803,63.469437,-5.824084,0.002182
2020.000000,207.471616,65.706111,-5.815729,0.001078
2025.000000,211.930639,67.968210,-5.812635,0.000276
2030.000000,216.386207,70.237111,-5.811984,0.000034
2035.000000,220.841211,72.507119,-5.811919,0.000002
2040.000000,225.296174,74.777209,-5.811915,0.000000
2045.000000,229.751135,77.047301,-5.811915,0.000000
2050.000000,234.206097,79.317393,-5.811915,-0.000000
